1662736154	-75	c8:5b:4f:86:ed:a2
1662736161	-81	c8:5b:4f:86:ed:a2
1662736168	-76	c8:5b:4f:86:ed:a2
1662736175	-69	c8:5b:4f:86:ed:a2
1662736182	-71	c8:5b:4f:86:ed:a2
1662736189	-82	c8:5b:4f:86:ed:a2
1662736203	-91	c8:5b:4f:86:ed:a2
1662736210	-92	c8:5b:4f:86:ed:a2
1662736217	-94	c8:5b:4f:86:ed:a2
1662736224	-87	c8:5b:4f:86:ed:a2
1662736231	-81	c8:5b:4f:86:ed:a2
1662736238	-79	c8:5b:4f:86:ed:a2
1662736246	-93	c8:5b:4f:86:ed:a2
1662736253	-82	c8:5b:4f:86:ed:a2
1662736260	-96	c8:5b:4f:86:ed:a2
1662736267	-89	c8:5b:4f:86:ed:a2
1662736274	-86	c8:5b:4f:86:ed:a2
1662736281	-85	c8:5b:4f:86:ed:a2
1662736288	-92	c8:5b:4f:86:ed:a2
1662736295	-87	c8:5b:4f:86:ed:a2
1662736302	-90	c8:5b:4f:86:ed:a2
1662736309	-94	c8:5b:4f:86:ed:a2
1662736323	-97	c8:5b:4f:86:ed:a2
1662736330	-93	c8:5b:4f:86:ed:a2
1662736344	-88	c8:5b:4f:86:ed:a2
1662736351	-91	c8:5b:4f:86:ed:a2
1662736358	-90	c8:5b:4f:86:ed:a2
1662736365	-85	c8:5b:4f:86:ed:a2
1662736373	-91	c8:5b:4f:86:ed:a2
1662736380	-94	c8:5b:4f:86:ed:a2
1662736387	-94	c8:5b:4f:86:ed:a2
1662736394	-92	c8:5b:4f:86:ed:a2
1662736401	-88	c8:5b:4f:86:ed:a2
1662736408	-90	c8:5b:4f:86:ed:a2
1662736415	-88	c8:5b:4f:86:ed:a2
1662736422	-79	c8:5b:4f:86:ed:a2
1662736429	-82	c8:5b:4f:86:ed:a2
1662736436	-77	c8:5b:4f:86:ed:a2
1662736443	-87	c8:5b:4f:86:ed:a2
1662736450	-87	c8:5b:4f:86:ed:a2
1662736457	-89	c8:5b:4f:86:ed:a2
1662736464	-79	c8:5b:4f:86:ed:a2
1662736471	-80	c8:5b:4f:86:ed:a2
1662736478	-93	c8:5b:4f:86:ed:a2
1662736492	-85	c8:5b:4f:86:ed:a2
1662736514	-89	c8:5b:4f:86:ed:a2
1662736521	-90	c8:5b:4f:86:ed:a2
1662736528	-90	c8:5b:4f:86:ed:a2
