1668519283	-97	c8:5b:4f:86:ed:a2
1668519321	-96	c8:5b:4f:86:ed:a2
1668519330	-95	c8:5b:4f:86:ed:a2
1668519360	-89	c8:5b:4f:86:ed:a2
1668519367	-93	c8:5b:4f:86:ed:a2
1668519381	-90	c8:5b:4f:86:ed:a2
1668519391	-88	c8:5b:4f:86:ed:a2
1668519393	-85	c8:5b:4f:86:ed:a2
1668519397	-87	c8:5b:4f:86:ed:a2
1668519399	-89	c8:5b:4f:86:ed:a2
1668519408	-76	c8:5b:4f:86:ed:a2
1668519410	-76	c8:5b:4f:86:ed:a2
1668519412	-81	c8:5b:4f:86:ed:a2
1668519414	-69	c8:5b:4f:86:ed:a2
1668519418	-66	c8:5b:4f:86:ed:a2
1668519420	-68	c8:5b:4f:86:ed:a2
1668519422	-69	c8:5b:4f:86:ed:a2
1668519424	-66	c8:5b:4f:86:ed:a2
1668519428	-96	c8:5b:4f:86:ed:a2
1668519434	-95	c8:5b:4f:86:ed:a2
1668519440	-87	c8:5b:4f:86:ed:a2
1668519442	-88	c8:5b:4f:86:ed:a2
1668519447	-89	c8:5b:4f:86:ed:a2
