1668521769	-86	c8:5b:4f:86:ed:a2
1668521779	-89	c8:5b:4f:86:ed:a2
1668521785	-86	c8:5b:4f:86:ed:a2
1668521787	-74	c8:5b:4f:86:ed:a2
1668521789	-61	c8:5b:4f:86:ed:a2
1668521797	-72	c8:5b:4f:86:ed:a2
1668521799	-79	c8:5b:4f:86:ed:a2
1668521803	-69	c8:5b:4f:86:ed:a2
1668521805	-66	c8:5b:4f:86:ed:a2
1668521812	-90	c8:5b:4f:86:ed:a2
1668521822	-90	c8:5b:4f:86:ed:a2
1668521826	-85	c8:5b:4f:86:ed:a2
1668521828	-88	c8:5b:4f:86:ed:a2
1668521830	-90	c8:5b:4f:86:ed:a2
1668521838	-92	c8:5b:4f:86:ed:a2
1668521846	-82	c8:5b:4f:86:ed:a2
1668521850	-87	c8:5b:4f:86:ed:a2
1668521860	-89	c8:5b:4f:86:ed:a2
1668521863	-90	c8:5b:4f:86:ed:a2
1668521877	-84	c8:5b:4f:86:ed:a2
1668521879	-80	c8:5b:4f:86:ed:a2
1668521881	-77	c8:5b:4f:86:ed:a2
1668521887	-89	c8:5b:4f:86:ed:a2
1668521891	-81	c8:5b:4f:86:ed:a2
1668521893	-90	c8:5b:4f:86:ed:a2
