1662737926	-86	c8:5b:4f:86:ed:a2
1662737933	-92	c8:5b:4f:86:ed:a2
1662737940	-80	c8:5b:4f:86:ed:a2
1662737947	-88	c8:5b:4f:86:ed:a2
1662737954	-86	c8:5b:4f:86:ed:a2
1662737961	-81	c8:5b:4f:86:ed:a2
1662737968	-88	c8:5b:4f:86:ed:a2
1662737983	-90	c8:5b:4f:86:ed:a2
1662737990	-87	c8:5b:4f:86:ed:a2
1662738004	-86	c8:5b:4f:86:ed:a2
1662738011	-80	c8:5b:4f:86:ed:a2
1662738018	-86	c8:5b:4f:86:ed:a2
1662738025	-91	c8:5b:4f:86:ed:a2
1662738032	-76	c8:5b:4f:86:ed:a2
1662738039	-86	c8:5b:4f:86:ed:a2
1662738046	-85	c8:5b:4f:86:ed:a2
1662738053	-75	c8:5b:4f:86:ed:a2
1662738067	-91	c8:5b:4f:86:ed:a2
1662738074	-91	c8:5b:4f:86:ed:a2
1662738082	-96	c8:5b:4f:86:ed:a2
1662738089	-72	c8:5b:4f:86:ed:a2
1662738096	-76	c8:5b:4f:86:ed:a2
1662738103	-82	c8:5b:4f:86:ed:a2
1662738110	-70	c8:5b:4f:86:ed:a2
1662738117	-68	c8:5b:4f:86:ed:a2
1662738124	-73	c8:5b:4f:86:ed:a2
1662738131	-82	c8:5b:4f:86:ed:a2
1662738138	-80	c8:5b:4f:86:ed:a2
1662738145	-83	c8:5b:4f:86:ed:a2
1662738152	-83	c8:5b:4f:86:ed:a2
1662738159	-89	c8:5b:4f:86:ed:a2
1662738166	-80	c8:5b:4f:86:ed:a2
1662738173	-85	c8:5b:4f:86:ed:a2
1662738180	-89	c8:5b:4f:86:ed:a2
1662738188	-85	c8:5b:4f:86:ed:a2
1662738195	-90	c8:5b:4f:86:ed:a2
1662738202	-83	c8:5b:4f:86:ed:a2
1662738209	-78	c8:5b:4f:86:ed:a2
1662738216	-86	c8:5b:4f:86:ed:a2
1662738223	-82	c8:5b:4f:86:ed:a2
1662738230	-83	c8:5b:4f:86:ed:a2
1662738237	-88	c8:5b:4f:86:ed:a2
1662738244	-81	c8:5b:4f:86:ed:a2
1662738251	-83	c8:5b:4f:86:ed:a2
1662738258	-86	c8:5b:4f:86:ed:a2
1662738265	-87	c8:5b:4f:86:ed:a2
1662738272	-87	c8:5b:4f:86:ed:a2
1662738279	-87	c8:5b:4f:86:ed:a2
1662738286	-85	c8:5b:4f:86:ed:a2
1662738294	-87	c8:5b:4f:86:ed:a2
1662738301	-82	c8:5b:4f:86:ed:a2
1662738308	-91	c8:5b:4f:86:ed:a2
1662738315	-93	c8:5b:4f:86:ed:a2
1662738322	-98	c8:5b:4f:86:ed:a2
1662738329	-93	c8:5b:4f:86:ed:a2
1662738336	-90	c8:5b:4f:86:ed:a2
1662738343	-81	c8:5b:4f:86:ed:a2
1662738350	-90	c8:5b:4f:86:ed:a2
1662738357	-88	c8:5b:4f:86:ed:a2
1662738364	-85	c8:5b:4f:86:ed:a2
1662738371	-74	c8:5b:4f:86:ed:a2
1662738378	-74	c8:5b:4f:86:ed:a2
1662738385	-78	c8:5b:4f:86:ed:a2
1662738392	-75	c8:5b:4f:86:ed:a2
1662738400	-94	c8:5b:4f:86:ed:a2
1662738407	-73	c8:5b:4f:86:ed:a2
1662738414	-73	c8:5b:4f:86:ed:a2
1662738421	-73	c8:5b:4f:86:ed:a2
1662738428	-74	c8:5b:4f:86:ed:a2
1662738435	-81	c8:5b:4f:86:ed:a2
1662738442	-85	c8:5b:4f:86:ed:a2
1662738449	-81	c8:5b:4f:86:ed:a2
1662738456	-89	c8:5b:4f:86:ed:a2
1662738463	-81	c8:5b:4f:86:ed:a2
1662738470	-80	c8:5b:4f:86:ed:a2
1662738477	-81	c8:5b:4f:86:ed:a2
1662738484	-84	c8:5b:4f:86:ed:a2
1662738492	-87	c8:5b:4f:86:ed:a2
1662738499	-84	c8:5b:4f:86:ed:a2
1662738506	-81	c8:5b:4f:86:ed:a2
1662738514	-91	c8:5b:4f:86:ed:a2
1662738521	-89	c8:5b:4f:86:ed:a2
1662738528	-80	c8:5b:4f:86:ed:a2
1662738535	-75	c8:5b:4f:86:ed:a2
