1662737930	-72	c8:5b:4f:86:ed:a2
1662737937	-76	c8:5b:4f:86:ed:a2
1662737944	-77	c8:5b:4f:86:ed:a2
1662737951	-80	c8:5b:4f:86:ed:a2
1662737958	-80	c8:5b:4f:86:ed:a2
1662737965	-80	c8:5b:4f:86:ed:a2
1662737972	-79	c8:5b:4f:86:ed:a2
1662737979	-67	c8:5b:4f:86:ed:a2
1662737986	-59	c8:5b:4f:86:ed:a2
1662737993	-62	c8:5b:4f:86:ed:a2
1662738000	-59	c8:5b:4f:86:ed:a2
1662738007	-64	c8:5b:4f:86:ed:a2
1662738014	-71	c8:5b:4f:86:ed:a2
1662738021	-78	c8:5b:4f:86:ed:a2
1662738028	-63	c8:5b:4f:86:ed:a2
1662738036	-63	c8:5b:4f:86:ed:a2
1662738043	-65	c8:5b:4f:86:ed:a2
1662738050	-73	c8:5b:4f:86:ed:a2
1662738057	-61	c8:5b:4f:86:ed:a2
1662738064	-81	c8:5b:4f:86:ed:a2
1662738071	-89	c8:5b:4f:86:ed:a2
1662738078	-98	c8:5b:4f:86:ed:a2
1662738085	-93	c8:5b:4f:86:ed:a2
1662738092	-93	c8:5b:4f:86:ed:a2
1662738099	-92	c8:5b:4f:86:ed:a2
1662738113	-92	c8:5b:4f:86:ed:a2
1662738120	-88	c8:5b:4f:86:ed:a2
1662738127	-94	c8:5b:4f:86:ed:a2
1662738134	-92	c8:5b:4f:86:ed:a2
1662738142	-76	c8:5b:4f:86:ed:a2
1662738149	-84	c8:5b:4f:86:ed:a2
1662738156	-83	c8:5b:4f:86:ed:a2
1662738163	-85	c8:5b:4f:86:ed:a2
1662738170	-77	c8:5b:4f:86:ed:a2
1662738177	-81	c8:5b:4f:86:ed:a2
1662738184	-76	c8:5b:4f:86:ed:a2
1662738191	-78	c8:5b:4f:86:ed:a2
1662738198	-76	c8:5b:4f:86:ed:a2
1662738205	-90	c8:5b:4f:86:ed:a2
1662738212	-84	c8:5b:4f:86:ed:a2
1662738219	-91	c8:5b:4f:86:ed:a2
1662738226	-93	c8:5b:4f:86:ed:a2
1662738233	-75	c8:5b:4f:86:ed:a2
1662738241	-79	c8:5b:4f:86:ed:a2
1662738248	-83	c8:5b:4f:86:ed:a2
1662738255	-93	c8:5b:4f:86:ed:a2
1662738262	-94	c8:5b:4f:86:ed:a2
1662738269	-90	c8:5b:4f:86:ed:a2
1662738276	-86	c8:5b:4f:86:ed:a2
1662738283	-91	c8:5b:4f:86:ed:a2
1662738290	-93	c8:5b:4f:86:ed:a2
1662738297	-99	c8:5b:4f:86:ed:a2
1662738304	-99	c8:5b:4f:86:ed:a2
1662738311	-93	c8:5b:4f:86:ed:a2
1662738318	-91	c8:5b:4f:86:ed:a2
1662738326	-84	c8:5b:4f:86:ed:a2
1662738334	-92	c8:5b:4f:86:ed:a2
1662738341	-82	c8:5b:4f:86:ed:a2
1662738348	-87	c8:5b:4f:86:ed:a2
1662738355	-84	c8:5b:4f:86:ed:a2
1662738362	-73	c8:5b:4f:86:ed:a2
1662738369	-78	c8:5b:4f:86:ed:a2
1662738376	-81	c8:5b:4f:86:ed:a2
1662738383	-84	c8:5b:4f:86:ed:a2
1662738390	-87	c8:5b:4f:86:ed:a2
1662738397	-94	c8:5b:4f:86:ed:a2
1662738404	-91	c8:5b:4f:86:ed:a2
1662738411	-99	c8:5b:4f:86:ed:a2
1662738418	-91	c8:5b:4f:86:ed:a2
1662738425	-85	c8:5b:4f:86:ed:a2
1662738433	-91	c8:5b:4f:86:ed:a2
1662738440	-76	c8:5b:4f:86:ed:a2
1662738447	-92	c8:5b:4f:86:ed:a2
1662738454	-80	c8:5b:4f:86:ed:a2
1662738461	-85	c8:5b:4f:86:ed:a2
1662738468	-81	c8:5b:4f:86:ed:a2
1662738475	-93	c8:5b:4f:86:ed:a2
1662738482	-89	c8:5b:4f:86:ed:a2
1662738489	-91	c8:5b:4f:86:ed:a2
1662738496	-77	c8:5b:4f:86:ed:a2
1662738503	-83	c8:5b:4f:86:ed:a2
1662738510	-93	c8:5b:4f:86:ed:a2
1662738517	-79	c8:5b:4f:86:ed:a2
1662738524	-90	c8:5b:4f:86:ed:a2
1662738531	-87	c8:5b:4f:86:ed:a2
