1662739825	-81	c8:5b:4f:86:ed:a2
1662739832	-86	c8:5b:4f:86:ed:a2
1662739839	-85	c8:5b:4f:86:ed:a2
1662739846	-85	c8:5b:4f:86:ed:a2
1662739853	-70	c8:5b:4f:86:ed:a2
1662739867	-74	c8:5b:4f:86:ed:a2
1662739874	-72	c8:5b:4f:86:ed:a2
1662739881	-68	c8:5b:4f:86:ed:a2
1662739888	-80	c8:5b:4f:86:ed:a2
1662739895	-90	c8:5b:4f:86:ed:a2
1662739902	-96	c8:5b:4f:86:ed:a2
1662739909	-83	c8:5b:4f:86:ed:a2
1662739916	-89	c8:5b:4f:86:ed:a2
1662739923	-73	c8:5b:4f:86:ed:a2
1662739930	-82	c8:5b:4f:86:ed:a2
1662739937	-82	c8:5b:4f:86:ed:a2
1662739944	-81	c8:5b:4f:86:ed:a2
1662739952	-74	c8:5b:4f:86:ed:a2
1662739959	-85	c8:5b:4f:86:ed:a2
1662739966	-84	c8:5b:4f:86:ed:a2
1662739973	-74	c8:5b:4f:86:ed:a2
1662739980	-68	c8:5b:4f:86:ed:a2
1662739987	-85	c8:5b:4f:86:ed:a2
1662739994	-81	c8:5b:4f:86:ed:a2
1662740008	-80	c8:5b:4f:86:ed:a2
1662740015	-80	c8:5b:4f:86:ed:a2
1662740022	-82	c8:5b:4f:86:ed:a2
1662740029	-84	c8:5b:4f:86:ed:a2
1662740036	-74	c8:5b:4f:86:ed:a2
1662740043	-73	c8:5b:4f:86:ed:a2
1662740050	-73	c8:5b:4f:86:ed:a2
1662740057	-78	c8:5b:4f:86:ed:a2
1662740064	-66	c8:5b:4f:86:ed:a2
1662740071	-69	c8:5b:4f:86:ed:a2
1662740078	-79	c8:5b:4f:86:ed:a2
1662740085	-83	c8:5b:4f:86:ed:a2
1662740092	-74	c8:5b:4f:86:ed:a2
1662740099	-80	c8:5b:4f:86:ed:a2
1662740106	-80	c8:5b:4f:86:ed:a2
1662740113	-87	c8:5b:4f:86:ed:a2
1662740120	-84	c8:5b:4f:86:ed:a2
1662740142	-80	c8:5b:4f:86:ed:a2
1662740149	-75	c8:5b:4f:86:ed:a2
1662740156	-82	c8:5b:4f:86:ed:a2
1662740163	-81	c8:5b:4f:86:ed:a2
1662740170	-85	c8:5b:4f:86:ed:a2
1662740177	-80	c8:5b:4f:86:ed:a2
1662740184	-75	c8:5b:4f:86:ed:a2
1662740191	-82	c8:5b:4f:86:ed:a2
1662740198	-85	c8:5b:4f:86:ed:a2
1662740205	-83	c8:5b:4f:86:ed:a2
1662740212	-86	c8:5b:4f:86:ed:a2
1662740219	-87	c8:5b:4f:86:ed:a2
1662740226	-82	c8:5b:4f:86:ed:a2
1662740233	-78	c8:5b:4f:86:ed:a2
1662740240	-79	c8:5b:4f:86:ed:a2
1662740247	-77	c8:5b:4f:86:ed:a2
1662740254	-73	c8:5b:4f:86:ed:a2
1662740261	-62	c8:5b:4f:86:ed:a2
1662740268	-59	c8:5b:4f:86:ed:a2
1662740275	-84	c8:5b:4f:86:ed:a2
1662740282	-84	c8:5b:4f:86:ed:a2
1662740289	-80	c8:5b:4f:86:ed:a2
1662740296	-72	c8:5b:4f:86:ed:a2
1662740303	-83	c8:5b:4f:86:ed:a2
1662740311	-76	c8:5b:4f:86:ed:a2
1662740325	-80	c8:5b:4f:86:ed:a2
1662740332	-77	c8:5b:4f:86:ed:a2
1662740339	-79	c8:5b:4f:86:ed:a2
1662740346	-79	c8:5b:4f:86:ed:a2
1662740353	-79	c8:5b:4f:86:ed:a2
1662740360	-69	c8:5b:4f:86:ed:a2
1662740367	-75	c8:5b:4f:86:ed:a2
1662740374	-83	c8:5b:4f:86:ed:a2
1662740381	-91	c8:5b:4f:86:ed:a2
1662740388	-91	c8:5b:4f:86:ed:a2
1662740395	-85	c8:5b:4f:86:ed:a2
