1668520543	-92	c8:5b:4f:86:ed:a2
1668520545	-80	c8:5b:4f:86:ed:a2
1668520547	-82	c8:5b:4f:86:ed:a2
1668520551	-96	c8:5b:4f:86:ed:a2
1668520565	-91	c8:5b:4f:86:ed:a2
1668520569	-78	c8:5b:4f:86:ed:a2
1668520571	-78	c8:5b:4f:86:ed:a2
1668520573	-89	c8:5b:4f:86:ed:a2
1668520580	-96	c8:5b:4f:86:ed:a2
1668520584	-92	c8:5b:4f:86:ed:a2
1668520594	-94	c8:5b:4f:86:ed:a2
1668520612	-84	c8:5b:4f:86:ed:a2
1668520614	-89	c8:5b:4f:86:ed:a2
1668520616	-70	c8:5b:4f:86:ed:a2
1668520618	-76	c8:5b:4f:86:ed:a2
1668520621	-75	c8:5b:4f:86:ed:a2
1668520623	-81	c8:5b:4f:86:ed:a2
1668520629	-86	c8:5b:4f:86:ed:a2
1668520631	-91	c8:5b:4f:86:ed:a2
1668520633	-96	c8:5b:4f:86:ed:a2
1668520645	-89	c8:5b:4f:86:ed:a2
1668520647	-94	c8:5b:4f:86:ed:a2
1668520649	-93	c8:5b:4f:86:ed:a2
1668520651	-71	c8:5b:4f:86:ed:a2
1668520653	-75	c8:5b:4f:86:ed:a2
1668520655	-80	c8:5b:4f:86:ed:a2
1668520659	-79	c8:5b:4f:86:ed:a2
1668520661	-84	c8:5b:4f:86:ed:a2
1668520663	-69	c8:5b:4f:86:ed:a2
1668520668	-77	c8:5b:4f:86:ed:a2
1668520670	-84	c8:5b:4f:86:ed:a2
1668520672	-77	c8:5b:4f:86:ed:a2
1668520674	-81	c8:5b:4f:86:ed:a2
1668520676	-92	c8:5b:4f:86:ed:a2
1668520678	-81	c8:5b:4f:86:ed:a2
1668520684	-89	c8:5b:4f:86:ed:a2
1668520688	-99	c8:5b:4f:86:ed:a2
1668520692	-87	c8:5b:4f:86:ed:a2
1668520694	-85	c8:5b:4f:86:ed:a2
1668520696	-87	c8:5b:4f:86:ed:a2
1668520698	-98	c8:5b:4f:86:ed:a2
1668520700	-77	c8:5b:4f:86:ed:a2
1668520706	-87	c8:5b:4f:86:ed:a2
1668520708	-86	c8:5b:4f:86:ed:a2
1668520710	-81	c8:5b:4f:86:ed:a2
